HMDB ID;Name;Chemical Formula;Monoisotopic Mass;Average Mass;
HMDB63994;TG(20:0/i-14:0/a-21:0);C58H112O6;904.8458913;905.528;
HMDB63995;TG(i-20:0/8:0/i-18:0);C49H94O6;778.7050407;779.285;
HMDB63996;TG(i-20:0/16:0/19:0);C58H112O6;904.8458913;905.528;
HMDB63997;TG(20:0/i-14:0/17:0);C54H104O6;848.7832911;849.42;
HMDB63998;TG(20:0/a-15:0/8:0);C46H88O6;736.6580906;737.204;
HMDB63999;TG(20:0/19:0/i-17:0);C59H114O6;918.8615414;919.555;
HMDB64000;TG(20:0/10:0/i-21:0);C54H104O6;848.7832911;849.42;
HMDB64001;TG(20:0/i-13:0/a-15:0);C51H98O6;806.7363409;807.339;
HMDB64002;TG(20:0/i-20:0/8:0);C51H98O6;806.7363409;807.339;
HMDB64003;TG(i-19:0/a-21:0/15:0);C58H112O6;904.8458913;905.528;
HMDB64004;TG(i-20:0/i-14:0/a-17:0);C54H104O6;848.7832911;849.42;
HMDB64005;TG(20:0/12:0/a-13:0);C48H92O6;764.6893907;765.258;
HMDB64006;TG(i-20:0/10:0/15:0);C48H92O6;764.6893907;765.258;
HMDB64007;TG(20:0/20:0/i-17:0);C60H116O6;932.8771915;933.582;
HMDB64008;TG(20:0/12:0/13:0);C48H92O6;764.6893907;765.258;
HMDB64009;TG(19:0/22:0/i-19:0);C63H122O6;974.9241416;975.663;
HMDB64010;TG(19:0/22:0/8:0);C52H100O6;820.7519909;821.366;
HMDB64011;TG(i-19:0/a-21:0/22:0);C65H126O6;1002.955442;1003.717;
HMDB64012;TG(20:0/i-19:0/10:0);C52H100O6;820.7519909;821.366;
HMDB64013;TG(19:0/22:0/i-14:0);C58H112O6;904.8458913;905.528;
HMDB64014;TG(19:0/22:0/20:0);C64H124O6;988.9397917;989.69;
HMDB64015;TG(19:0/i-22:0/a-21:0);C65H126O6;1002.955442;1003.717;
HMDB64016;TG(20:0/16:0/a-13:0);C52H100O6;820.7519909;821.366;
HMDB64017;TG(i-20:0/i-12:0/i-16:0);C51H98O6;806.7363409;807.339;
HMDB64018;TG(i-19:0/a-25:0/a-13:0);C60H116O6;932.8771915;933.582;
HMDB64019;TG(20:0/17:0/i-15:0);C55H106O6;862.7989411;863.447;
HMDB64020;TG(20:0/i-17:0/a-15:0);C55H106O6;862.7989411;863.447;
HMDB64021;TG(19:0/19:0/i-21:0);C62H120O6;960.9084916;961.636;
HMDB64022;TG(i-20:0/12:0/10:0);C45H86O6;722.6424405;723.177;
HMDB64023;TG(i-19:0/i-21:0/i-16:0);C59H114O6;918.8615414;919.555;
HMDB64024;TG(i-20:0/13:0/17:0);C53H102O6;834.767641;835.393;
HMDB64025;TG(20:0/19:0/22:0);C64H124O6;988.9397917;989.69;
HMDB64026;TG(20:0/16:0/i-19:0);C58H112O6;904.8458913;905.528;
HMDB64027;TG(i-20:0/12:0/i-17:0);C52H100O6;820.7519909;821.366;
HMDB64028;TG(i-20:0/i-14:0/20:0);C57H110O6;890.8302413;891.501;
HMDB64029;TG(i-20:0/18:0/16:0);C57H110O6;890.8302413;891.501;
HMDB64030;TG(i-20:0/i-12:0/i-24:0);C59H114O6;918.8615414;919.555;
HMDB64031;TG(i-20:0/16:0/i-13:0);C52H100O6;820.7519909;821.366;
HMDB64032;TG(20:0/i-17:0/a-25:0);C65H126O6;1002.955442;1003.717;
HMDB64033;TG(19:0/i-24:0/a-21:0);C67H130O6;1030.986742;1031.771;
HMDB64034;TG(19:0/i-22:0/17:0);C61H118O6;946.8928415;947.609;
HMDB64035;TG(i-19:0/21:0/i-14:0);C57H110O6;890.8302413;891.501;
HMDB64036;TG(20:0/i-14:0/i-14:0);C51H98O6;806.7363409;807.339;
HMDB64037;TG(19:0/i-20:0/i-21:0);C63H122O6;974.9241416;975.663;
HMDB64038;TG(i-19:0/a-21:0/8:0);C51H98O6;806.7363409;807.339;
HMDB64039;TG(i-19:0/a-25:0/15:0);C62H120O6;960.9084916;961.636;
HMDB64040;TG(i-20:0/17:0/i-22:0);C62H120O6;960.9084916;961.636;
HMDB64041;TG(i-19:0/i-21:0/i-13:0);C56H108O6;876.8145912;877.474;
HMDB64042;TG(i-20:0/19:0/a-21:0);C63H122O6;974.9241416;975.663;
HMDB64043;TG(i-20:0/i-19:0/22:0);C64H124O6;988.9397917;989.69;
HMDB64044;TG(19:0/i-21:0/i-18:0);C61H118O6;946.8928415;947.609;
HMDB64045;TG(20:0/8:0/17:0);C48H92O6;764.6893907;765.258;
HMDB64046;TG(19:0/i-22:0/a-25:0);C69H134O6;1059.018042;1059.825;
HMDB64047;TG(i-20:0/i-12:0/19:0);C54H104O6;848.7832911;849.42;
HMDB64048;TG(20:0/i-18:0/15:0);C56H108O6;876.8145912;877.474;
HMDB64049;TG(i-20:0/i-19:0/i-16:0);C58H112O6;904.8458913;905.528;
HMDB64050;TG(i-19:0/a-21:0/12:0);C55H106O6;862.7989411;863.447;
HMDB64051;TG(20:0/12:0/14:0);C49H94O6;778.7050407;779.285;
HMDB64052;TG(i-19:0/a-25:0/13:0);C60H116O6;932.8771915;933.582;
HMDB64053;TG(i-20:0/i-15:0/22:0);C60H116O6;932.8771915;933.582;
HMDB64054;TG(i-20:0/a-15:0/i-13:0);C51H98O6;806.7363409;807.339;
HMDB64055;TG(19:0/22:0/a-13:0);C57H110O6;890.8302413;891.501;
HMDB64056;TG(i-20:0/18:0/a-17:0);C58H112O6;904.8458913;905.528;
HMDB64057;TG(i-19:0/i-20:0/a-25:0);C67H130O6;1030.986742;1031.771;
HMDB64058;TG(20:0/i-17:0/22:0);C62H120O6;960.9084916;961.636;
HMDB64059;TG(i-20:0/i-15:0/12:0);C50H96O6;792.7206908;793.312;
HMDB64060;TG(19:0/a-25:0/i-16:0);C63H122O6;974.9241416;975.663;
HMDB64061;TG(20:0/8:0/12:0);C43H82O6;694.6111404;695.123;
HMDB64062;TG(i-20:0/i-17:0/i-14:0);C54H104O6;848.7832911;849.42;
HMDB64063;TG(i-20:0/i-14:0/i-17:0);C54H104O6;848.7832911;849.42;
HMDB64064;TG(i-19:0/22:0/i-15:0);C59H114O6;918.8615414;919.555;
HMDB64065;TG(i-20:0/13:0/8:0);C44H84O6;708.6267904;709.15;
HMDB64066;TG(i-19:0/i-21:0/a-13:0);C56H108O6;876.8145912;877.474;
HMDB64067;TG(20:0/18:0/i-20:0);C61H118O6;946.8928415;947.609;
HMDB64068;TG(i-20:0/a-15:0/22:0);C60H116O6;932.8771915;933.582;
HMDB64069;TG(i-20:0/i-17:0/14:0);C54H104O6;848.7832911;849.42;
HMDB64070;TG(19:0/a-21:0/15:0);C58H112O6;904.8458913;905.528;
HMDB64071;TG(20:0/a-13:0/i-21:0);C57H110O6;890.8302413;891.501;
HMDB64072;TG(i-20:0/i-13:0/22:0);C58H112O6;904.8458913;905.528;
HMDB64073;TG(i-20:0/i-14:0/22:0);C59H114O6;918.8615414;919.555;
HMDB64074;TG(i-20:0/12:0/i-13:0);C48H92O6;764.6893907;765.258;
HMDB64075;TG(i-19:0/22:0/12:0);C56H108O6;876.8145912;877.474;
HMDB64076;TG(i-20:0/i-20:0/14:0);C57H110O6;890.8302413;891.501;
HMDB64077;TG(i-20:0/a-13:0/19:0);C55H106O6;862.7989411;863.447;
HMDB64078;TG(20:0/a-15:0/i-19:0);C57H110O6;890.8302413;891.501;
HMDB64079;TG(20:0/12:0/10:0);C45H86O6;722.6424405;723.177;
HMDB64080;TG(i-20:0/i-17:0/10:0);C50H96O6;792.7206908;793.312;
HMDB64081;TG(i-20:0/i-19:0/a-13:0);C55H106O6;862.7989411;863.447;
HMDB64082;TG(19:0/i-22:0/8:0);C52H100O6;820.7519909;821.366;
HMDB64083;TG(19:0/i-21:0/i-20:0);C63H122O6;974.9241416;975.663;
HMDB64084;TG(i-19:0/i-24:0/22:0);C68H132O6;1045.002392;1045.798;
HMDB64085;TG(19:0/a-21:0/18:0);C61H118O6;946.8928415;947.609;
HMDB64086;TG(i-20:0/i-13:0/i-13:0);C49H94O6;778.7050407;779.285;
HMDB64087;TG(20:0/14:0/i-20:0);C57H110O6;890.8302413;891.501;
HMDB64088;TG(20:0/18:0/12:0);C53H102O6;834.767641;835.393;
HMDB64089;TG(20:0/20:0/19:0);C62H120O6;960.9084916;961.636;
HMDB64090;TG(20:0/16:0/17:0);C56H108O6;876.8145912;877.474;
HMDB64091;TG(i-20:0/13:0/a-15:0);C51H98O6;806.7363409;807.339;
HMDB64092;TG(19:0/i-21:0/22:0);C65H126O6;1002.955442;1003.717;
HMDB64093;TG(i-20:0/a-15:0/a-15:0);C53H102O6;834.767641;835.393;
HMDB64094;TG(20:0/20:0/i-19:0);C62H120O6;960.9084916;961.636;
HMDB64095;TG(20:0/i-17:0/i-13:0);C53H102O6;834.767641;835.393;
HMDB64096;TG(i-20:0/a-17:0/i-16:0);C56H108O6;876.8145912;877.474;
HMDB64097;TG(20:0/a-15:0/19:0);C57H110O6;890.8302413;891.501;
HMDB64098;TG(19:0/a-25:0/i-24:0);C71H138O6;1087.049342;1087.879;
HMDB64099;TG(i-19:0/i-22:0/i-21:0);C65H126O6;1002.955442;1003.717;
HMDB64100;TG(i-20:0/i-19:0/8:0);C50H96O6;792.7206908;793.312;
HMDB64101;TG(i-19:0/22:0/21:0);C65H126O6;1002.955442;1003.717;
HMDB64102;TG(19:0/i-21:0/i-13:0);C56H108O6;876.8145912;877.474;
HMDB64103;TG(i-20:0/i-12:0/17:0);C52H100O6;820.7519909;821.366;
HMDB64104;TG(20:0/a-17:0/i-19:0);C59H114O6;918.8615414;919.555;
HMDB64105;TG(20:0/19:0/i-21:0);C63H122O6;974.9241416;975.663;
HMDB64106;TG(i-20:0/i-17:0/i-16:0);C56H108O6;876.8145912;877.474;
HMDB64107;TG(20:0/i-16:0/12:0);C51H98O6;806.7363409;807.339;
HMDB64108;TG(i-20:0/a-17:0/i-15:0);C55H106O6;862.7989411;863.447;
HMDB64109;TG(i-20:0/17:0/20:0);C60H116O6;932.8771915;933.582;
HMDB64110;TG(20:0/8:0/18:0);C49H94O6;778.7050407;779.285;
HMDB64111;TG(20:0/15:0/i-21:0);C59H114O6;918.8615414;919.555;
HMDB64112;TG(i-19:0/21:0/8:0);C51H98O6;806.7363409;807.339;
HMDB64113;TG(i-20:0/12:0/i-19:0);C54H104O6;848.7832911;849.42;
