HMDB ID;Name;Chemical Formula;Monoisotopic Mass;Average Mass;
HMDB47127;TG(24:0/22:0/16:1(9Z));C65H124O6;1000.939792;1001.701;
HMDB47128;TG(24:0/22:0/18:1(11Z));C67H128O6;1028.971092;1029.755;
HMDB47129;TG(24:0/22:0/18:1(9Z));C67H128O6;1028.971092;1029.755;
HMDB47130;TG(24:0/22:0/20:1(11Z));C69H132O6;1057.002392;1057.809;
HMDB47131;TG(24:0/22:0/20:3(5Z,8Z,11Z));C69H128O6;1052.971092;1053.777;
HMDB47132;TG(24:0/22:0/22:1(13Z));C71H136O6;1085.033692;1085.863;
HMDB47133;TG(24:0/22:0/24:1(15Z));C73H140O6;1113.064992;1113.917;
HMDB47134;TG(24:0/22:0/18:2(9Z,12Z));C67H126O6;1026.955442;1027.739;
HMDB47135;TG(24:0/22:0/18:3(6Z,9Z,12Z));C67H124O6;1024.939792;1025.723;
HMDB47136;TG(24:0/22:0/20:2n6);C69H130O6;1054.986742;1055.793;
HMDB47137;TG(24:0/22:0/20:3n6);C69H128O6;1052.971092;1053.777;
HMDB47138;TG(24:0/22:0/20:4(5Z,8Z,11Z,14Z));C69H126O6;1050.955442;1051.761;
HMDB47139;TG(24:0/22:0/22:2(13Z,16Z));C71H134O6;1083.018042;1083.847;
HMDB47140;TG(24:0/22:0/22:4(7Z,10Z,13Z,16Z));C71H130O6;1078.986742;1079.815;
HMDB47141;TG(24:0/22:0/22:5(4Z,7Z,10Z,13Z,16Z));C71H128O6;1076.971092;1077.799;
HMDB47142;TG(24:0/22:0/18:3(9Z,12Z,15Z));C67H124O6;1024.939792;1025.723;
HMDB47143;TG(24:0/22:0/18:4(6Z,9Z,12Z,15Z));C67H122O6;1022.924142;1023.707;
HMDB47144;TG(24:0/22:0/20:4(8Z,11Z,14Z,17Z));C69H126O6;1050.955442;1051.761;
HMDB47145;TG(24:0/22:0/20:5(5Z,8Z,11Z,14Z,17Z));C69H124O6;1048.939792;1049.745;
HMDB47146;TG(24:0/22:0/22:5(7Z,10Z,13Z,16Z,19Z));C71H128O6;1076.971092;1077.799;
HMDB47147;TG(24:0/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C71H126O6;1074.955442;1075.783;
HMDB47148;TG(24:0/22:0/o-18:0);C67H132O5;1017.007477;1017.788;
HMDB47149;TG(24:0/24:0/24:0);C75H146O6;1143.111942;1143.9581;
HMDB47150;TG(24:0/24:0/14:1(9Z));C65H124O6;1000.939792;1001.701;
HMDB47151;TG(24:0/24:0/16:1(9Z));C67H128O6;1028.971092;1029.755;
HMDB47152;TG(24:0/24:0/18:1(11Z));C69H132O6;1057.002392;1057.809;
HMDB47153;TG(24:0/24:0/18:1(9Z));C69H132O6;1057.002392;1057.809;
HMDB47154;TG(24:0/24:0/20:1(11Z));C71H136O6;1085.033692;1085.863;
HMDB47155;TG(24:0/24:0/20:3(5Z,8Z,11Z));C71H132O6;1081.002392;1081.831;
HMDB47156;TG(24:0/24:0/22:1(13Z));C73H140O6;1113.064992;1113.917;
HMDB47157;TG(24:0/24:0/24:1(15Z));C75H144O6;1141.096292;1141.971;
HMDB47158;TG(24:0/24:0/18:2(9Z,12Z));C69H130O6;1054.986742;1055.793;
HMDB47159;TG(24:0/24:0/18:3(6Z,9Z,12Z));C69H128O6;1052.971092;1053.777;
HMDB47160;TG(24:0/24:0/20:2n6);C71H134O6;1083.018042;1083.847;
HMDB47161;TG(24:0/24:0/20:3n6);C71H132O6;1081.002392;1081.831;
HMDB47162;TG(24:0/24:0/20:4(5Z,8Z,11Z,14Z));C71H130O6;1078.986742;1079.815;
HMDB47163;TG(24:0/24:0/22:2(13Z,16Z));C73H138O6;1111.049342;1111.901;
HMDB47164;TG(24:0/24:0/22:4(7Z,10Z,13Z,16Z));C73H134O6;1107.018042;1107.869;
HMDB47165;TG(24:0/24:0/22:5(4Z,7Z,10Z,13Z,16Z));C73H132O6;1105.002392;1105.853;
HMDB47166;TG(24:0/24:0/18:3(9Z,12Z,15Z));C69H128O6;1052.971092;1053.777;
HMDB47167;TG(24:0/24:0/18:4(6Z,9Z,12Z,15Z));C69H126O6;1050.955442;1051.761;
HMDB47168;TG(24:0/24:0/20:4(8Z,11Z,14Z,17Z));C71H130O6;1078.986742;1079.815;
HMDB47169;TG(24:0/24:0/20:5(5Z,8Z,11Z,14Z,17Z));C71H128O6;1076.971092;1077.799;
HMDB47170;TG(24:0/24:0/22:5(7Z,10Z,13Z,16Z,19Z));C73H132O6;1105.002392;1105.853;
HMDB47171;TG(24:0/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C73H130O6;1102.986742;1103.837;
HMDB47172;TG(24:0/24:0/o-18:0);C69H136O5;1045.038777;1045.842;
HMDB47173;TG(24:0/14:1(9Z)/24:0);C65H124O6;1000.939792;1001.6765;
HMDB47174;TG(24:0/14:1(9Z)/14:1(9Z));C55H102O6;858.767641;859.415;
HMDB47175;TG(24:0/14:1(9Z)/16:1(9Z));C57H106O6;886.7989411;887.469;
HMDB47176;TG(24:0/14:1(9Z)/18:1(11Z));C59H110O6;914.8302413;915.523;
HMDB47177;TG(24:0/14:1(9Z)/18:1(9Z));C59H110O6;914.8302413;915.523;
HMDB47178;TG(24:0/14:1(9Z)/20:1(11Z));C61H114O6;942.8615414;943.577;
HMDB47179;TG(24:0/14:1(9Z)/20:3(5Z,8Z,11Z));C61H110O6;938.8302413;939.545;
HMDB47180;TG(24:0/14:1(9Z)/22:1(13Z));C63H118O6;970.8928415;971.631;
HMDB47181;TG(24:0/14:1(9Z)/24:1(15Z));C65H122O6;998.9241416;999.685;
HMDB47182;TG(24:0/14:1(9Z)/18:2(9Z,12Z));C59H108O6;912.8145912;913.507;
HMDB47183;TG(24:0/14:1(9Z)/18:3(6Z,9Z,12Z));C59H106O6;910.7989411;911.491;
HMDB47184;TG(24:0/14:1(9Z)/20:2n6);C61H112O6;940.8458913;941.561;
HMDB47185;TG(24:0/14:1(9Z)/20:3n6);C61H110O6;938.8302413;939.545;
HMDB47186;TG(24:0/14:1(9Z)/20:4(5Z,8Z,11Z,14Z));C61H108O6;936.8145912;937.529;
HMDB47187;TG(24:0/14:1(9Z)/22:2(13Z,16Z));C63H116O6;968.8771915;969.615;
HMDB47188;TG(24:0/14:1(9Z)/22:4(7Z,10Z,13Z,16Z));C63H112O6;964.8458913;965.583;
HMDB47189;TG(24:0/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C63H110O6;962.8302413;963.567;
HMDB47190;TG(24:0/14:1(9Z)/18:3(9Z,12Z,15Z));C59H106O6;910.7989411;911.491;
HMDB47191;TG(24:0/14:1(9Z)/18:4(6Z,9Z,12Z,15Z));C59H104O6;908.7832911;909.475;
HMDB47192;TG(24:0/14:1(9Z)/20:4(8Z,11Z,14Z,17Z));C61H108O6;936.8145912;937.529;
HMDB47193;TG(24:0/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));C61H106O6;934.7989411;935.513;
HMDB47194;TG(24:0/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C63H110O6;962.8302413;963.567;
HMDB47195;TG(24:0/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C63H108O6;960.8145912;961.551;
HMDB47196;TG(24:0/14:1(9Z)/o-18:0);C59H114O5;902.8666268;903.556;
HMDB47197;TG(24:0/16:1(9Z)/24:0);C67H128O6;1028.971092;1029.7296;
HMDB47198;TG(24:0/16:1(9Z)/14:1(9Z));C57H106O6;886.7989411;887.469;
HMDB47199;TG(24:0/16:1(9Z)/16:1(9Z));C59H110O6;914.8302413;915.5011;
HMDB47200;TG(24:0/16:1(9Z)/18:1(11Z));C61H114O6;942.8615414;943.577;
HMDB47201;TG(24:0/16:1(9Z)/18:1(9Z));C61H114O6;942.8615414;943.577;
HMDB47202;TG(24:0/16:1(9Z)/20:1(11Z));C63H118O6;970.8928415;971.631;
HMDB47203;TG(24:0/16:1(9Z)/20:3(5Z,8Z,11Z));C63H114O6;966.8615414;967.599;
HMDB47204;TG(24:0/16:1(9Z)/22:1(13Z));C65H122O6;998.9241416;999.685;
HMDB47205;TG(24:0/16:1(9Z)/24:1(15Z));C67H126O6;1026.955442;1027.739;
HMDB47206;TG(24:0/16:1(9Z)/18:2(9Z,12Z));C61H112O6;940.8458913;941.561;
HMDB47207;TG(24:0/16:1(9Z)/18:3(6Z,9Z,12Z));C61H110O6;938.8302413;939.545;
HMDB47208;TG(24:0/16:1(9Z)/20:2n6);C63H116O6;968.8771915;969.615;
HMDB47209;TG(24:0/16:1(9Z)/20:3n6);C63H114O6;966.8615414;967.599;
HMDB47210;TG(24:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));C63H112O6;964.8458913;965.583;
HMDB47211;TG(24:0/16:1(9Z)/22:2(13Z,16Z));C65H120O6;996.9084916;997.669;
HMDB47212;TG(24:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z));C65H116O6;992.8771915;993.637;
HMDB47213;TG(24:0/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C65H114O6;990.8615414;991.621;
HMDB47214;TG(24:0/16:1(9Z)/18:3(9Z,12Z,15Z));C61H110O6;938.8302413;939.545;
HMDB47215;TG(24:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z));C61H108O6;936.8145912;937.529;
HMDB47216;TG(24:0/16:1(9Z)/20:4(8Z,11Z,14Z,17Z));C63H112O6;964.8458913;965.583;
HMDB47217;TG(24:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));C63H110O6;962.8302413;963.567;
HMDB47218;TG(24:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C65H114O6;990.8615414;991.621;
HMDB47219;TG(24:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C65H112O6;988.8458913;989.605;
HMDB47220;TG(24:0/16:1(9Z)/o-18:0);C61H118O5;930.8979269;931.61;
HMDB47221;TG(24:0/18:1(11Z)/24:0);C69H132O6;1057.002392;1057.7828;
HMDB47222;TG(24:0/18:1(11Z)/14:1(9Z));C59H110O6;914.8302413;915.523;
HMDB47223;TG(24:0/18:1(11Z)/16:1(9Z));C61H114O6;942.8615414;943.577;
HMDB47224;TG(24:0/18:1(11Z)/18:1(11Z));C63H118O6;970.8928415;971.631;
HMDB47225;TG(24:0/18:1(11Z)/18:1(9Z));C63H118O6;970.8928415;971.631;
HMDB47226;TG(24:0/18:1(11Z)/20:1(11Z));C65H122O6;998.9241416;999.685;
HMDB47227;TG(24:0/18:1(11Z)/20:3(5Z,8Z,11Z));C65H118O6;994.8928415;995.653;
HMDB47228;TG(24:0/18:1(11Z)/22:1(13Z));C67H126O6;1026.955442;1027.739;
HMDB47229;TG(24:0/18:1(11Z)/24:1(15Z));C69H130O6;1054.986742;1055.793;
HMDB47230;TG(24:0/18:1(11Z)/18:2(9Z,12Z));C63H116O6;968.8771915;969.615;
HMDB47231;TG(24:0/18:1(11Z)/18:3(6Z,9Z,12Z));C63H114O6;966.8615414;967.599;
HMDB47232;TG(24:0/18:1(11Z)/20:2n6);C65H120O6;996.9084916;997.669;
HMDB47233;TG(24:0/18:1(11Z)/20:3n6);C65H118O6;994.8928415;995.653;
HMDB47234;TG(24:0/18:1(11Z)/20:4(5Z,8Z,11Z,14Z));C65H116O6;992.8771915;993.637;
HMDB47235;TG(24:0/18:1(11Z)/22:2(13Z,16Z));C67H124O6;1024.939792;1025.723;
HMDB47236;TG(24:0/18:1(11Z)/22:4(7Z,10Z,13Z,16Z));C67H120O6;1020.908492;1021.691;
HMDB47237;TG(24:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C67H118O6;1018.892842;1019.675;
HMDB47238;TG(24:0/18:1(11Z)/18:3(9Z,12Z,15Z));C63H114O6;966.8615414;967.599;
HMDB47239;TG(24:0/18:1(11Z)/18:4(6Z,9Z,12Z,15Z));C63H112O6;964.8458913;965.583;
HMDB47240;TG(24:0/18:1(11Z)/20:4(8Z,11Z,14Z,17Z));C65H116O6;992.8771915;993.637;
HMDB47241;TG(24:0/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));C65H114O6;990.8615414;991.621;
HMDB47242;TG(24:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C67H118O6;1018.892842;1019.675;
HMDB47243;TG(24:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C67H116O6;1016.877191;1017.659;
HMDB47244;TG(24:0/18:1(11Z)/o-18:0);C63H122O5;958.929227;959.664;
HMDB47245;TG(24:0/18:1(9Z)/24:0);C69H132O6;1057.002392;1057.7828;
HMDB47246;TG(24:0/18:1(9Z)/14:1(9Z));C59H110O6;914.8302413;915.523;
HMDB47247;TG(24:0/18:1(9Z)/16:1(9Z));C61H114O6;942.8615414;943.5543;
HMDB47248;TG(24:0/18:1(9Z)/18:1(11Z));C63H118O6;970.8928415;971.631;
HMDB47249;TG(24:0/18:1(9Z)/18:1(9Z));C63H118O6;970.8928415;971.631;
HMDB47250;TG(24:0/18:1(9Z)/20:1(11Z));C65H122O6;998.9241416;999.685;
HMDB47251;TG(24:0/18:1(9Z)/20:3(5Z,8Z,11Z));C65H118O6;994.8928415;995.653;
HMDB47252;TG(24:0/18:1(9Z)/22:1(13Z));C67H126O6;1026.955442;1027.739;
HMDB47253;TG(24:0/18:1(9Z)/24:1(15Z));C69H130O6;1054.986742;1055.793;
HMDB47254;TG(24:0/18:1(9Z)/18:2(9Z,12Z));C63H116O6;968.8771915;969.615;
HMDB47255;TG(24:0/18:1(9Z)/18:3(6Z,9Z,12Z));C63H114O6;966.8615414;967.599;
HMDB47256;TG(24:0/18:1(9Z)/20:2n6);C65H120O6;996.9084916;997.669;
HMDB47257;TG(24:0/18:1(9Z)/20:3n6);C65H118O6;994.8928415;995.653;
HMDB47258;TG(24:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z));C65H116O6;992.8771915;993.637;
HMDB47259;TG(24:0/18:1(9Z)/22:2(13Z,16Z));C67H124O6;1024.939792;1025.723;
HMDB47260;TG(24:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z));C67H120O6;1020.908492;1021.691;
HMDB47261;TG(24:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C67H118O6;1018.892842;1019.675;
HMDB47262;TG(24:0/18:1(9Z)/18:3(9Z,12Z,15Z));C63H114O6;966.8615414;967.599;
HMDB47263;TG(24:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z));C63H112O6;964.8458913;965.583;
HMDB47264;TG(24:0/18:1(9Z)/20:4(8Z,11Z,14Z,17Z));C65H116O6;992.8771915;993.637;
HMDB47265;TG(24:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));C65H114O6;990.8615414;991.621;
HMDB47266;TG(24:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C67H118O6;1018.892842;1019.675;
HMDB47267;TG(24:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C67H116O6;1016.877191;1017.659;
HMDB47268;TG(24:0/18:1(9Z)/o-18:0);C63H122O5;958.929227;959.664;
HMDB47269;TG(24:0/20:1(11Z)/24:0);C71H136O6;1085.033692;1085.8359;
HMDB47270;TG(24:0/20:1(11Z)/14:1(9Z));C61H114O6;942.8615414;943.577;
HMDB47271;TG(24:0/20:1(11Z)/16:1(9Z));C63H118O6;970.8928415;971.631;
HMDB47272;TG(24:0/20:1(11Z)/18:1(11Z));C65H122O6;998.9241416;999.685;
HMDB47273;TG(24:0/20:1(11Z)/18:1(9Z));C65H122O6;998.9241416;999.685;
HMDB47274;TG(24:0/20:1(11Z)/20:1(11Z));C67H126O6;1026.955442;1027.739;
HMDB47275;TG(24:0/20:1(11Z)/20:3(5Z,8Z,11Z));C67H122O6;1022.924142;1023.707;
HMDB47276;TG(24:0/20:1(11Z)/22:1(13Z));C69H130O6;1054.986742;1055.793;
HMDB47277;TG(24:0/20:1(11Z)/24:1(15Z));C71H134O6;1083.018042;1083.847;
HMDB47278;TG(24:0/20:1(11Z)/18:2(9Z,12Z));C65H120O6;996.9084916;997.669;
HMDB47279;TG(24:0/20:1(11Z)/18:3(6Z,9Z,12Z));C65H118O6;994.8928415;995.653;
HMDB47280;TG(24:0/20:1(11Z)/20:2n6);C67H124O6;1024.939792;1025.723;
HMDB47281;TG(24:0/20:1(11Z)/20:3n6);C67H122O6;1022.924142;1023.707;
HMDB47282;TG(24:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z));C67H120O6;1020.908492;1021.691;
HMDB47283;TG(24:0/20:1(11Z)/22:2(13Z,16Z));C69H128O6;1052.971092;1053.777;
HMDB47284;TG(24:0/20:1(11Z)/22:4(7Z,10Z,13Z,16Z));C69H124O6;1048.939792;1049.745;
HMDB47285;TG(24:0/20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C69H122O6;1046.924142;1047.729;
HMDB47286;TG(24:0/20:1(11Z)/18:3(9Z,12Z,15Z));C65H118O6;994.8928415;995.653;
HMDB47287;TG(24:0/20:1(11Z)/18:4(6Z,9Z,12Z,15Z));C65H116O6;992.8771915;993.637;
HMDB47288;TG(24:0/20:1(11Z)/20:4(8Z,11Z,14Z,17Z));C67H120O6;1020.908492;1021.691;
HMDB47289;TG(24:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));C67H118O6;1018.892842;1019.675;
HMDB47290;TG(24:0/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C69H122O6;1046.924142;1047.729;
HMDB47291;TG(24:0/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C69H120O6;1044.908492;1045.713;
HMDB47292;TG(24:0/20:1(11Z)/o-18:0);C65H126O5;986.9605272;987.718;
HMDB47293;TG(24:0/20:3(5Z,8Z,11Z)/24:0);C71H132O6;1081.002392;1081.8042;
HMDB47294;TG(24:0/20:3(5Z,8Z,11Z)/14:1(9Z));C61H110O6;938.8302413;939.545;
HMDB47295;TG(24:0/20:3(5Z,8Z,11Z)/16:1(9Z));C63H114O6;966.8615414;967.599;
HMDB47296;TG(24:0/20:3(5Z,8Z,11Z)/18:1(11Z));C65H118O6;994.8928415;995.653;
HMDB47297;TG(24:0/20:3(5Z,8Z,11Z)/18:1(9Z));C65H118O6;994.8928415;995.653;
HMDB47298;TG(24:0/20:3(5Z,8Z,11Z)/20:1(11Z));C67H122O6;1022.924142;1023.707;
HMDB47299;TG(24:0/20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z));C67H118O6;1018.892842;1019.675;
HMDB47300;TG(24:0/20:3(5Z,8Z,11Z)/22:1(13Z));C69H126O6;1050.955442;1051.761;
HMDB47301;TG(24:0/20:3(5Z,8Z,11Z)/24:1(15Z));C71H130O6;1078.986742;1079.815;
HMDB47302;TG(24:0/20:3(5Z,8Z,11Z)/18:2(9Z,12Z));C65H116O6;992.8771915;993.637;
HMDB47303;TG(24:0/20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z));C65H114O6;990.8615414;991.621;
HMDB47304;TG(24:0/20:3(5Z,8Z,11Z)/20:2n6);C67H120O6;1020.908492;1021.691;
HMDB47305;TG(24:0/20:3(5Z,8Z,11Z)/20:3n6);C67H118O6;1018.892842;1019.675;
HMDB47306;TG(24:0/20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z));C67H116O6;1016.877191;1017.659;
HMDB47307;TG(24:0/20:3(5Z,8Z,11Z)/22:2(13Z,16Z));C69H124O6;1048.939792;1049.745;
HMDB47308;TG(24:0/20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z));C69H120O6;1044.908492;1045.713;
HMDB47309;TG(24:0/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C69H118O6;1042.892842;1043.697;
HMDB47310;TG(24:0/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z));C65H114O6;990.8615414;991.621;
HMDB47311;TG(24:0/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z));C65H112O6;988.8458913;989.605;
HMDB47312;TG(24:0/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z));C67H116O6;1016.877191;1017.659;
HMDB47313;TG(24:0/20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z));C67H114O6;1014.861541;1015.643;
HMDB47314;TG(24:0/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C69H118O6;1042.892842;1043.697;
HMDB47315;TG(24:0/20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C69H116O6;1040.877191;1041.681;
HMDB47316;TG(24:0/20:3(5Z,8Z,11Z)/o-18:0);C65H122O5;982.929227;983.686;
HMDB47317;TG(24:0/22:1(13Z)/24:0);C73H140O6;1113.064992;1113.8891;
HMDB47318;TG(24:0/22:1(13Z)/14:1(9Z));C63H118O6;970.8928415;971.631;
HMDB47319;TG(24:0/22:1(13Z)/16:1(9Z));C65H122O6;998.9241416;999.685;
HMDB47320;TG(24:0/22:1(13Z)/18:1(11Z));C67H126O6;1026.955442;1027.739;
HMDB47321;TG(24:0/22:1(13Z)/18:1(9Z));C67H126O6;1026.955442;1027.739;
HMDB47322;TG(24:0/22:1(13Z)/20:1(11Z));C69H130O6;1054.986742;1055.793;
HMDB47323;TG(24:0/22:1(13Z)/20:3(5Z,8Z,11Z));C69H126O6;1050.955442;1051.761;
HMDB47324;TG(24:0/22:1(13Z)/22:1(13Z));C71H134O6;1083.018042;1083.847;
HMDB47325;TG(24:0/22:1(13Z)/24:1(15Z));C73H138O6;1111.049342;1111.901;
HMDB47326;TG(24:0/22:1(13Z)/18:2(9Z,12Z));C67H124O6;1024.939792;1025.723;
HMDB47327;TG(24:0/22:1(13Z)/18:3(6Z,9Z,12Z));C67H122O6;1022.924142;1023.707;
HMDB47328;TG(24:0/22:1(13Z)/20:2n6);C69H128O6;1052.971092;1053.777;
HMDB47329;TG(24:0/22:1(13Z)/20:3n6);C69H126O6;1050.955442;1051.761;
HMDB47330;TG(24:0/22:1(13Z)/20:4(5Z,8Z,11Z,14Z));C69H124O6;1048.939792;1049.745;
HMDB47331;TG(24:0/22:1(13Z)/22:2(13Z,16Z));C71H132O6;1081.002392;1081.831;
HMDB47332;TG(24:0/22:1(13Z)/22:4(7Z,10Z,13Z,16Z));C71H128O6;1076.971092;1077.799;
HMDB47333;TG(24:0/22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z));C71H126O6;1074.955442;1075.783;
HMDB47334;TG(24:0/22:1(13Z)/18:3(9Z,12Z,15Z));C67H122O6;1022.924142;1023.707;
HMDB47335;TG(24:0/22:1(13Z)/18:4(6Z,9Z,12Z,15Z));C67H120O6;1020.908492;1021.691;
HMDB47336;TG(24:0/22:1(13Z)/20:4(8Z,11Z,14Z,17Z));C69H124O6;1048.939792;1049.745;
HMDB47337;TG(24:0/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z));C69H122O6;1046.924142;1047.729;
HMDB47338;TG(24:0/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z));C71H126O6;1074.955442;1075.783;
HMDB47339;TG(24:0/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C71H124O6;1072.939792;1073.767;
HMDB47340;TG(24:0/22:1(13Z)/o-18:0);C67H130O5;1014.991827;1015.772;
HMDB47341;TG(24:0/24:1(15Z)/24:0);C75H144O6;1141.096292;1141.9423;
HMDB47342;TG(24:0/24:1(15Z)/14:1(9Z));C65H122O6;998.9241416;999.685;
HMDB47343;TG(24:0/24:1(15Z)/16:1(9Z));C67H126O6;1026.955442;1027.739;
HMDB47344;TG(24:0/24:1(15Z)/18:1(11Z));C69H130O6;1054.986742;1055.793;
HMDB47345;TG(24:0/24:1(15Z)/18:1(9Z));C69H130O6;1054.986742;1055.793;
HMDB47346;TG(24:0/24:1(15Z)/20:1(11Z));C71H134O6;1083.018042;1083.847;
HMDB47347;TG(24:0/24:1(15Z)/20:3(5Z,8Z,11Z));C71H130O6;1078.986742;1079.815;
HMDB47348;TG(24:0/24:1(15Z)/22:1(13Z));C73H138O6;1111.049342;1111.901;
HMDB47349;TG(24:0/24:1(15Z)/24:1(15Z));C75H142O6;1139.080642;1139.955;
HMDB47350;TG(24:0/24:1(15Z)/18:2(9Z,12Z));C69H128O6;1052.971092;1053.777;
HMDB47351;TG(24:0/24:1(15Z)/18:3(6Z,9Z,12Z));C69H126O6;1050.955442;1051.761;
HMDB47352;TG(24:0/24:1(15Z)/20:2n6);C71H132O6;1081.002392;1081.831;
HMDB47353;TG(24:0/24:1(15Z)/20:3n6);C71H130O6;1078.986742;1079.815;
HMDB47354;TG(24:0/24:1(15Z)/20:4(5Z,8Z,11Z,14Z));C71H128O6;1076.971092;1077.799;
HMDB47355;TG(24:0/24:1(15Z)/22:2(13Z,16Z));C73H136O6;1109.033692;1109.885;
HMDB47356;TG(24:0/24:1(15Z)/22:4(7Z,10Z,13Z,16Z));C73H132O6;1105.002392;1105.853;
HMDB47357;TG(24:0/24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z));C73H130O6;1102.986742;1103.837;
HMDB47358;TG(24:0/24:1(15Z)/18:3(9Z,12Z,15Z));C69H126O6;1050.955442;1051.761;
HMDB47359;TG(24:0/24:1(15Z)/18:4(6Z,9Z,12Z,15Z));C69H124O6;1048.939792;1049.745;
HMDB47360;TG(24:0/24:1(15Z)/20:4(8Z,11Z,14Z,17Z));C71H128O6;1076.971092;1077.799;
HMDB47361;TG(24:0/24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z));C71H126O6;1074.955442;1075.783;
HMDB47362;TG(24:0/24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z));C73H130O6;1102.986742;1103.837;
HMDB47363;TG(24:0/24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C73H128O6;1100.971092;1101.821;
HMDB47364;TG(24:0/24:1(15Z)/o-18:0);C69H134O5;1043.023127;1043.826;
HMDB47365;TG(24:0/18:2(9Z,12Z)/24:0);C69H130O6;1054.986742;1055.793;
HMDB47366;TG(24:0/18:2(9Z,12Z)/14:1(9Z));C59H108O6;912.8145912;913.507;
HMDB47367;TG(24:0/18:2(9Z,12Z)/16:1(9Z));C61H112O6;940.8458913;941.561;
HMDB47368;TG(24:0/18:2(9Z,12Z)/18:1(11Z));C63H116O6;968.8771915;969.615;
HMDB47369;TG(24:0/18:2(9Z,12Z)/18:1(9Z));C63H116O6;968.8771915;969.615;
HMDB47370;TG(24:0/18:2(9Z,12Z)/20:1(11Z));C65H120O6;996.9084916;997.669;
HMDB47371;TG(24:0/18:2(9Z,12Z)/20:3(5Z,8Z,11Z));C65H116O6;992.8771915;993.637;
HMDB47372;TG(24:0/18:2(9Z,12Z)/22:1(13Z));C67H124O6;1024.939792;1025.723;
HMDB47373;TG(24:0/18:2(9Z,12Z)/24:1(15Z));C69H128O6;1052.971092;1053.777;
HMDB47374;TG(24:0/18:2(9Z,12Z)/18:2(9Z,12Z));C63H114O6;966.8615414;967.599;
HMDB47375;TG(24:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z));C63H112O6;964.8458913;965.583;
HMDB47376;TG(24:0/18:2(9Z,12Z)/20:2n6);C65H118O6;994.8928415;995.653;
HMDB47377;TG(24:0/18:2(9Z,12Z)/20:3n6);C65H116O6;992.8771915;993.637;
HMDB47378;TG(24:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C65H114O6;990.8615414;991.621;
